CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,CH14,CH15_COD,CH16_COD,PP03C,PP04B_COD,PP06H,PP07A,AÑO,CAT_OCUP,PP07H,informal,EMPLEO,edad2,CH12,CH13,educ,ingreso_total_familiar,horastrab,ix_tot
1.0,46.0,2.0,1.0,4.0,1.0,0.0,333.3333333333333,,,,1.0,7405.0,0.0,6.0,2005,3.0,1.0,0,,2116.0,4.0,1.0,,949040.0,48.0,3
1.0,56.0,2.0,4.0,4.0,1.0,0.0,66.66666666666667,,,,1.0,2800.0,0.0,0.0,2005,1.0,0.0,0,,3136.0,4.0,1.0,,189808.0,48.0,3
1.0,35.0,2.0,4.0,3.0,1.0,0.0,108.33333333333333,1.0,,,1.0,4500.0,2.0,0.0,2005,2.0,0.0,0,,1225.0,4.0,2.0,,616876.0,55.0,6
2.0,33.0,2.0,4.0,2.0,1.0,0.0,108.33333333333333,,,,1.0,8503.0,0.0,5.0,2005,3.0,2.0,1,,1089.0,2.0,1.0,6.0,616876.0,,6
1.0,41.0,2.0,1.0,4.0,1.0,0.0,613.25,,,,1.0,6004.0,0.0,6.0,2005,3.0,1.0,0,,1681.0,4.0,1.0,,2327995.12,80.0,4
2.0,38.0,2.0,1.0,4.0,1.0,0.0,613.25,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,1444.0,4.0,1.0,,2327995.12,,4
1.0,58.0,2.0,1.0,4.0,1.0,0.0,300.0,,,,1.0,7201.0,0.0,6.0,2005,3.0,1.0,0,,3364.0,4.0,1.0,,1138848.0,50.0,4
2.0,23.0,5.0,1.0,5.0,1.0,0.0,300.0,2.0,,,1.0,7000.0,0.0,5.0,2005,3.0,2.0,1,,529.0,7.0,2.0,14.0,1138848.0,,4
2.0,28.0,2.0,4.0,2.0,1.0,0.0,70.0,,,,2.0,5307.0,0.0,0.0,2005,2.0,0.0,0,,784.0,2.0,1.0,6.0,332164.0,,5
1.0,42.0,2.0,1.0,6.0,1.0,0.0,215.0,,,,2.0,8501.0,0.0,5.0,2005,3.0,2.0,1,,1764.0,7.0,1.0,17.0,816174.4,29.0,4
1.0,26.0,1.0,4.0,4.0,1.0,0.0,113.33333333333333,,,,1.0,5307.0,0.0,4.0,2005,3.0,1.0,0,,676.0,4.0,1.0,,645347.2,66.0,6
1.0,37.0,2.0,1.0,3.0,1.0,0.0,250.0,3.0,,,1.0,7409.0,0.0,0.0,2005,2.0,0.0,0,,1369.0,4.0,2.0,,711780.0,49.0,3
2.0,34.0,2.0,1.0,6.0,1.0,0.0,250.0,,,,1.0,7409.0,0.0,0.0,2005,4.0,0.0,1,,1156.0,6.0,1.0,15.0,711780.0,,3
1.0,51.0,2.0,1.0,2.0,1.0,0.0,657.5,,,,0.0,1502.0,0.0,6.0,2005,3.0,1.0,0,,2601.0,2.0,1.0,6.0,2495975.1999999997,0.0,4
2.0,47.0,2.0,1.0,4.0,1.0,0.0,657.5,,,,1.0,5304.0,0.0,3.0,2005,3.0,2.0,1,,2209.0,4.0,1.0,,2495975.1999999997,,4
1.0,23.0,5.0,1.0,5.0,1.0,0.0,657.5,4.0,,,1.0,5302.0,0.0,0.0,2005,2.0,0.0,0,,529.0,7.0,2.0,16.0,2495975.1999999997,,4
2.0,55.0,5.0,12.0,2.0,1.0,0.0,692.5,,6.0,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,3025.0,2.0,1.0,6.0,1314420.4,35.0,2
1.0,27.0,5.0,4.0,5.0,1.0,0.0,692.5,0.0,,,2.0,7501.0,0.0,4.0,2005,3.0,2.0,1,,729.0,7.0,2.0,12.0,1314420.4,,2
2.0,42.0,5.0,1.0,6.0,1.0,0.0,700.0,,50.0,,1.0,5306.0,0.0,6.0,2005,3.0,1.0,0,,1764.0,6.0,1.0,15.0,664328.0,54.0,1
2.0,50.0,5.0,1.0,2.0,1.0,0.0,333.6,,,,1.0,2800.0,0.0,6.0,2005,3.0,1.0,0,,2500.0,2.0,1.0,6.0,1582998.72,,5
2.0,48.0,5.0,1.0,4.0,1.0,0.0,333.6,,,,1.0,5304.0,0.0,5.0,2005,3.0,1.0,0,,2304.0,4.0,1.0,,1582998.72,,5
2.0,22.0,5.0,1.0,4.0,1.0,0.0,333.6,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,484.0,4.0,1.0,,1582998.72,,5
1.0,68.0,2.0,4.0,3.0,1.0,0.0,40.0,2.0,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,4624.0,4.0,2.0,,189808.0,20.0,5
2.0,60.0,2.0,4.0,2.0,1.0,0.0,40.0,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,3600.0,2.0,1.0,6.0,189808.0,,5
1.0,50.0,2.0,1.0,2.0,1.0,0.0,171.0,,,,1.0,102.0,0.0,0.0,2005,2.0,0.0,0,,2500.0,2.0,1.0,6.0,811429.2,6.0,5
2.0,46.0,2.0,1.0,2.0,1.0,0.0,171.0,,,,1.0,8001.0,0.0,6.0,2005,3.0,1.0,0,,2116.0,2.0,1.0,6.0,811429.2,,5
1.0,57.0,2.0,1.0,6.0,1.0,0.0,1712.5,,,,2.0,8501.0,0.0,6.0,2005,3.0,1.0,0,,3249.0,7.0,1.0,17.0,6500924.0,55.0,4
2.0,55.0,2.0,1.0,6.0,1.0,0.0,1712.5,,,,2.0,8501.0,0.0,6.0,2005,3.0,1.0,0,,3025.0,7.0,1.0,17.0,6500924.0,,4
1.0,42.0,2.0,1.0,3.0,1.0,0.0,144.28571428571428,3.0,,,1.0,5304.0,0.0,6.0,2005,3.0,1.0,0,,1764.0,4.0,2.0,,958530.3999999999,60.0,7
1.0,26.0,5.0,4.0,4.0,1.0,0.0,144.28571428571428,,,,1.0,5305.0,0.0,5.0,2005,3.0,2.0,1,,676.0,4.0,1.0,,958530.3999999999,,7
1.0,30.0,5.0,1.0,2.0,1.0,0.0,200.0,,,,1.0,2609.0,0.0,5.0,2005,3.0,1.0,0,,900.0,2.0,1.0,6.0,759232.0,,4
1.0,28.0,5.0,4.0,2.0,1.0,0.0,200.0,,,,1.0,2609.0,0.0,4.0,2005,3.0,2.0,1,,784.0,2.0,1.0,6.0,759232.0,,4
1.0,52.0,2.0,1.0,6.0,1.0,0.0,224.16666666666666,,,,1.0,6402.0,0.0,5.0,2005,3.0,2.0,1,,2704.0,7.0,1.0,17.0,1276458.8,40.0,6
2.0,49.0,2.0,4.0,6.0,1.0,0.0,224.16666666666666,,,,2.0,8004.0,0.0,6.0,2005,3.0,1.0,0,,2401.0,7.0,1.0,17.0,1276458.8,,6
2.0,27.0,5.0,4.0,3.0,1.0,0.0,224.16666666666666,,,,1.0,6402.0,0.0,2.0,2005,3.0,2.0,1,,729.0,3.0,1.0,12.0,1276458.8,,6
2.0,48.0,3.0,12.0,6.0,1.0,0.0,1530.0,,,,0.0,8003.0,0.0,6.0,2005,3.0,1.0,0,,2304.0,7.0,1.0,17.0,2904062.4,0.0,2
1.0,28.0,2.0,1.0,3.0,1.0,0.0,87.5,3.0,,,1.0,4500.0,0.0,1.0,2005,3.0,2.0,1,,784.0,4.0,2.0,,332164.0,48.0,4
1.0,29.0,5.0,1.0,4.0,1.0,0.0,505.0,,,,1.0,5503.0,0.0,6.0,2005,3.0,1.0,0,,841.0,4.0,1.0,,1917060.7999999998,,4
1.0,25.0,5.0,1.0,4.0,1.0,0.0,505.0,,,,1.0,1700.0,0.0,6.0,2005,3.0,1.0,0,,625.0,4.0,1.0,,1917060.7999999998,,4
1.0,36.0,2.0,1.0,3.0,1.0,0.0,348.3333333333333,2.0,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,1296.0,4.0,2.0,,1983493.5999999999,35.0,6
1.0,38.0,2.0,1.0,6.0,1.0,0.0,500.0,,,,1.0,7201.0,2.0,0.0,2005,2.0,0.0,0,,1444.0,7.0,1.0,17.0,2372600.0,55.0,5
2.0,33.0,2.0,1.0,6.0,1.0,0.0,500.0,,,,1.0,8004.0,0.0,6.0,2005,3.0,1.0,0,,1089.0,7.0,1.0,17.0,2372600.0,,5
2.0,34.0,5.0,4.0,4.0,1.0,0.0,366.6666666666667,,,,1.0,9302.0,0.0,0.0,2005,2.0,0.0,0,,1156.0,4.0,1.0,,1043944.0,,3
1.0,23.0,1.0,4.0,2.0,1.0,0.0,125.0,,,,2.0,9000.0,0.0,4.0,2005,3.0,2.0,1,,529.0,2.0,1.0,6.0,474520.0,38.0,4
2.0,21.0,1.0,4.0,2.0,1.0,0.0,125.0,,6.0,,1.0,9000.0,0.0,2.0,2005,3.0,2.0,1,,441.0,2.0,1.0,6.0,474520.0,,4
2.0,31.0,5.0,1.0,6.0,1.0,0.0,323.75,,,,1.0,8501.0,0.0,6.0,2005,3.0,1.0,0,,961.0,7.0,1.0,17.0,1229006.8,,4
2.0,25.0,5.0,4.0,4.0,1.0,0.0,360.0,,,,1.0,5503.0,0.0,5.0,2005,3.0,2.0,1,,625.0,4.0,1.0,,341654.39999999997,54.0,1
1.0,51.0,2.0,1.0,4.0,1.0,0.0,200.0,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2601.0,4.0,1.0,,1708272.0,40.0,9
1.0,29.0,5.0,4.0,3.0,1.0,0.0,200.0,3.0,,,1.0,5503.0,0.0,4.0,2005,3.0,1.0,0,,841.0,4.0,2.0,,1708272.0,,9
2.0,27.0,2.0,4.0,4.0,1.0,0.0,200.0,,,,1.0,1700.0,0.0,2.0,2005,3.0,2.0,1,,729.0,4.0,1.0,,1708272.0,,9
1.0,25.0,2.0,4.0,1.0,1.0,0.0,200.0,6.0,,,1.0,5303.0,0.0,5.0,2005,3.0,2.0,1,,625.0,2.0,2.0,6.0,1708272.0,,9
1.0,21.0,1.0,4.0,3.0,1.0,0.0,112.5,2.0,,,1.0,9204.0,0.0,2.0,2005,3.0,2.0,1,,441.0,4.0,2.0,,427068.0,15.0,4
2.0,23.0,1.0,4.0,4.0,1.0,0.0,112.5,,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,529.0,4.0,1.0,,427068.0,,4
1.0,57.0,2.0,4.0,5.0,1.0,0.0,52.857142857142854,3.0,417.0,,1.0,5503.0,0.0,0.0,2005,2.0,0.0,0,,3249.0,7.0,2.0,15.0,351144.8,56.0,7
2.0,43.0,2.0,4.0,4.0,1.0,0.0,52.857142857142854,,,,1.0,5503.0,0.0,0.0,2005,2.0,0.0,0,,1849.0,4.0,1.0,,351144.8,,7
2.0,23.0,5.0,1.0,5.0,1.0,0.0,52.857142857142854,3.0,,,2.0,6402.0,0.0,5.0,2005,3.0,1.0,0,,529.0,7.0,2.0,15.0,351144.8,,7
2.0,21.0,1.0,4.0,5.0,1.0,0.0,52.857142857142854,2.0,,,1.0,5503.0,0.0,0.0,2005,2.0,0.0,0,,441.0,7.0,2.0,14.0,351144.8,,7
1.0,25.0,1.0,4.0,3.0,1.0,0.0,52.857142857142854,2.0,,,1.0,5503.0,0.0,0.0,2005,2.0,0.0,0,,625.0,4.0,2.0,,351144.8,,7
2.0,67.0,4.0,4.0,4.0,1.0,0.0,700.0,,6.0,,1.0,5310.0,0.0,6.0,2005,3.0,2.0,1,,4489.0,4.0,1.0,,1992984.0,6.0,3
1.0,28.0,5.0,4.0,5.0,1.0,0.0,700.0,2.0,,,1.0,6004.0,0.0,3.0,2005,3.0,2.0,1,,784.0,7.0,2.0,14.0,1992984.0,,3
1.0,28.0,2.0,1.0,3.0,1.0,0.0,108.0,2.0,,,1.0,3100.0,0.0,5.0,2005,3.0,1.0,0,,784.0,4.0,2.0,,512481.6,72.0,5
1.0,32.0,2.0,4.0,4.0,1.0,0.0,190.0,,,,1.0,2000.0,0.0,3.0,2005,3.0,2.0,1,,1024.0,4.0,1.0,,721270.4,,4
2.0,27.0,2.0,1.0,4.0,1.0,0.0,190.0,,,,1.0,6600.0,0.0,5.0,2005,3.0,1.0,0,,729.0,4.0,1.0,,721270.4,,4
1.0,45.0,2.0,4.0,6.0,1.0,0.0,200.0,,,,1.0,7405.0,0.0,6.0,2005,3.0,2.0,1,,2025.0,7.0,1.0,17.0,759232.0,63.0,4
1.0,37.0,1.0,4.0,2.0,1.0,0.0,107.14285714285714,,,,1.0,5303.0,1.0,0.0,2005,2.0,0.0,0,,1369.0,2.0,1.0,6.0,711780.0,80.0,7
2.0,32.0,1.0,4.0,2.0,1.0,0.0,107.14285714285714,,,,2.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,1024.0,2.0,1.0,6.0,711780.0,,7
1.0,53.0,2.0,4.0,1.0,1.0,0.0,178.0,3.0,,,2.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,2809.0,2.0,2.0,3.0,844645.6,38.0,5
1.0,28.0,2.0,4.0,2.0,1.0,0.0,178.0,,,,1.0,5002.0,0.0,0.0,2005,1.0,0.0,0,,784.0,2.0,1.0,6.0,844645.6,,5
1.0,22.0,5.0,4.0,3.0,1.0,0.0,178.0,3.0,,,1.0,5002.0,0.0,2.0,2005,3.0,2.0,1,,484.0,4.0,2.0,,844645.6,,5
1.0,64.0,2.0,1.0,2.0,1.0,0.0,400.0,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,4096.0,2.0,1.0,6.0,759232.0,30.0,2
1.0,61.0,1.0,1.0,2.0,1.0,0.0,450.0,,,,1.0,4500.0,0.0,4.0,2005,3.0,1.0,0,,3721.0,2.0,1.0,6.0,854136.0,63.0,2
1.0,58.0,2.0,4.0,2.0,1.0,0.0,50.0,,,,1.0,6003.0,0.0,6.0,2005,3.0,2.0,1,,3364.0,2.0,1.0,6.0,142356.0,4.0,3
1.0,30.0,2.0,4.0,3.0,1.0,0.0,85.0,3.0,,,2.0,9000.0,0.0,5.0,2005,3.0,2.0,1,,900.0,4.0,2.0,,322673.6,51.0,4
1.0,44.0,2.0,1.0,6.0,1.0,0.0,400.0,,50.0,,1.0,7402.0,0.0,0.0,2005,2.0,0.0,0,,1936.0,7.0,1.0,17.0,1898080.0,78.0,5
2.0,42.0,2.0,1.0,6.0,1.0,0.0,400.0,,,,2.0,8501.0,0.0,6.0,2005,3.0,1.0,0,,1764.0,7.0,1.0,17.0,1898080.0,,5
2.0,59.0,5.0,1.0,3.0,1.0,0.0,585.3333333333334,3.0,,,0.0,1504.0,0.0,6.0,2005,3.0,1.0,0,,3481.0,4.0,2.0,,1666514.24,,3
2.0,27.0,5.0,1.0,5.0,1.0,0.0,585.3333333333334,3.0,,,1.0,1700.0,0.0,5.0,2005,3.0,1.0,0,,729.0,7.0,2.0,15.0,1666514.24,,3
1.0,47.0,3.0,4.0,4.0,1.0,0.0,150.0,,,6.0,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,2209.0,4.0,1.0,,142356.0,48.0,1
1.0,53.0,1.0,1.0,2.0,1.0,0.0,907.5,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2809.0,2.0,1.0,6.0,3445015.1999999997,35.0,4
2.0,48.0,1.0,1.0,3.0,1.0,0.0,907.5,3.0,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2304.0,4.0,2.0,,3445015.1999999997,,4
1.0,27.0,2.0,1.0,3.0,1.0,0.0,510.0,4.0,,,1.0,1400.0,0.0,4.0,2005,3.0,1.0,0,,729.0,4.0,2.0,,2420052.0,84.0,5
2.0,34.0,2.0,1.0,6.0,1.0,0.0,510.0,,,,0.0,8501.0,0.0,4.0,2005,3.0,2.0,1,,1156.0,7.0,1.0,17.0,2420052.0,,5
1.0,34.0,2.0,1.0,6.0,1.0,0.0,1050.0,,,50.0,2.0,8501.0,0.0,5.0,2005,3.0,2.0,1,,1156.0,7.0,1.0,17.0,1992984.0,30.0,2
2.0,30.0,2.0,1.0,6.0,1.0,0.0,1050.0,,50.0,50.0,1.0,1300.0,0.0,5.0,2005,3.0,1.0,0,,900.0,7.0,1.0,17.0,1992984.0,,2
1.0,28.0,2.0,1.0,2.0,1.0,0.0,355.0,,,,1.0,7405.0,0.0,5.0,2005,3.0,1.0,0,,784.0,2.0,1.0,6.0,1347636.8,,4
2.0,28.0,2.0,1.0,2.0,1.0,0.0,355.0,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,784.0,2.0,1.0,6.0,1347636.8,,4
1.0,32.0,2.0,1.0,4.0,1.0,0.0,1195.0,,208.0,208.0,1.0,5002.0,0.0,5.0,2005,3.0,1.0,0,,1024.0,4.0,1.0,,4536411.2,84.0,4
1.0,42.0,2.0,1.0,6.0,1.0,0.0,416.6666666666667,,,,1.0,7409.0,0.0,6.0,2005,3.0,1.0,0,,1764.0,7.0,1.0,17.0,2372600.0,50.0,6
2.0,44.0,2.0,1.0,6.0,1.0,0.0,416.6666666666667,,,,0.0,8003.0,0.0,6.0,2005,3.0,1.0,0,,1936.0,7.0,1.0,17.0,2372600.0,,6
1.0,60.0,5.0,4.0,7.0,1.0,0.0,200.0,,,,1.0,101.0,0.0,2.0,2005,3.0,2.0,1,,3600.0,0.0,0.0,,189808.0,36.0,1
2.0,29.0,2.0,4.0,3.0,1.0,0.0,37.5,2.0,6.0,,1.0,9109.0,0.0,5.0,2005,3.0,2.0,1,,841.0,4.0,2.0,,142356.0,,4
1.0,53.0,2.0,1.0,4.0,1.0,0.0,276.6666666666667,,50.0,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2809.0,4.0,1.0,,1575406.4,35.0,6
2.0,48.0,2.0,1.0,4.0,1.0,0.0,276.6666666666667,,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2304.0,4.0,1.0,,1575406.4,,6
1.0,18.0,5.0,1.0,3.0,1.0,0.0,276.6666666666667,4.0,,,1.0,4500.0,0.0,1.0,2005,3.0,2.0,1,,324.0,4.0,2.0,,1575406.4,,6
1.0,38.0,2.0,1.0,5.0,1.0,0.0,1000.0,2.0,78.0,,1.0,101.0,0.0,5.0,2005,3.0,2.0,1,,1444.0,7.0,2.0,14.0,1898080.0,60.0,2
2.0,43.0,2.0,1.0,6.0,1.0,0.0,1000.0,,,,1.0,5306.0,0.0,0.0,2005,2.0,0.0,0,,1849.0,7.0,1.0,17.0,1898080.0,,2
2.0,28.0,5.0,1.0,6.0,1.0,0.0,266.6666666666667,,,,1.0,5306.0,0.0,6.0,2005,3.0,1.0,0,,784.0,7.0,1.0,17.0,759232.0,,3
1.0,27.0,1.0,4.0,7.0,1.0,0.0,105.0,,,,1.0,5305.0,0.0,5.0,2005,3.0,2.0,1,,729.0,0.0,0.0,,597895.2,24.0,6
1.0,37.0,2.0,1.0,2.0,1.0,0.0,83.33333333333333,,,,1.0,4500.0,0.0,3.0,2005,3.0,1.0,0,,1369.0,2.0,1.0,6.0,474520.0,44.0,6
1.0,49.0,2.0,4.0,3.0,1.0,0.0,140.0,4.0,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,2401.0,4.0,2.0,,398596.8,44.0,3
1.0,26.0,2.0,1.0,4.0,1.0,0.0,460.0,,,,1.0,6004.0,0.0,3.0,2005,3.0,1.0,0,,676.0,4.0,1.0,,1309675.2,36.0,3
1.0,25.0,2.0,4.0,3.0,1.0,0.0,160.0,4.0,,,1.0,4500.0,0.0,5.0,2005,3.0,2.0,1,,625.0,4.0,2.0,,303692.8,44.0,2
1.0,46.0,2.0,1.0,6.0,1.0,0.0,406.6666666666667,,,,1.0,2403.0,0.0,6.0,2005,3.0,1.0,0,,2116.0,6.0,1.0,15.0,2315657.6,48.0,6
2.0,43.0,2.0,1.0,3.0,1.0,0.0,406.6666666666667,3.0,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,1849.0,4.0,2.0,,2315657.6,,6
1.0,20.0,5.0,1.0,5.0,1.0,0.0,406.6666666666667,0.0,,,1.0,3100.0,0.0,2.0,2005,3.0,2.0,1,,400.0,7.0,2.0,12.0,2315657.6,,6
1.0,51.0,5.0,4.0,3.0,1.0,0.0,210.0,0.0,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,2601.0,4.0,2.0,,597895.2,,3
1.0,46.0,2.0,1.0,3.0,1.0,0.0,169.0,3.0,46.0,,1.0,4500.0,0.0,6.0,2005,3.0,1.0,0,,2116.0,4.0,2.0,,801938.7999999999,61.0,5
1.0,43.0,2.0,4.0,5.0,1.0,0.0,70.0,4.0,,,1.0,5311.0,1.0,0.0,2005,1.0,0.0,0,,1849.0,7.0,2.0,16.0,332164.0,65.0,5
2.0,42.0,2.0,4.0,4.0,1.0,0.0,70.0,,,,1.0,5307.0,1.0,0.0,2005,1.0,0.0,0,,1764.0,4.0,1.0,,332164.0,,5
1.0,18.0,5.0,4.0,5.0,1.0,0.0,70.0,0.0,,,1.0,5311.0,0.0,0.0,2005,4.0,0.0,1,,324.0,7.0,2.0,12.0,332164.0,,5
2.0,17.0,5.0,4.0,3.0,1.0,0.0,70.0,2.0,,,1.0,5311.0,0.0,0.0,2005,4.0,0.0,1,,289.0,5.0,2.0,11.0,332164.0,,5
1.0,52.0,1.0,4.0,3.0,1.0,0.0,175.0,2.0,,,1.0,4500.0,1.0,0.0,2005,2.0,0.0,0,,2704.0,4.0,2.0,,332164.0,16.0,2
1.0,49.0,2.0,4.0,2.0,1.0,0.0,70.0,,,,1.0,5502.0,0.0,0.0,2005,2.0,0.0,0,,2401.0,2.0,1.0,6.0,332164.0,36.0,5
1.0,30.0,2.0,1.0,5.0,1.0,0.0,333.3333333333333,3.0,,,1.0,5503.0,1.0,0.0,2005,1.0,0.0,0,,900.0,7.0,2.0,15.0,949040.0,60.0,3
2.0,30.0,2.0,1.0,6.0,1.0,0.0,333.3333333333333,,,,1.0,5503.0,1.0,0.0,2005,1.0,0.0,0,,900.0,6.0,1.0,15.0,949040.0,,3
1.0,60.0,2.0,1.0,2.0,1.0,0.0,116.66666666666667,,90.0,,0.0,8003.0,0.0,6.0,2005,3.0,1.0,0,,3600.0,2.0,1.0,6.0,996492.0,0.0,9
1.0,17.0,5.0,1.0,3.0,1.0,0.0,116.66666666666667,8.0,,,1.0,1504.0,0.0,3.0,2005,3.0,2.0,1,,289.0,3.0,2.0,14.0,996492.0,,9
2.0,56.0,5.0,1.0,4.0,1.0,0.0,290.0,,,,1.0,5306.0,0.0,6.0,2005,3.0,2.0,1,,3136.0,4.0,1.0,,550443.2,,2
1.0,36.0,2.0,1.0,5.0,1.0,0.0,308.0,1.0,,,1.0,5001.0,0.0,6.0,2005,3.0,1.0,0,,1296.0,7.0,2.0,13.0,1461521.5999999999,48.0,5
2.0,34.0,2.0,1.0,6.0,1.0,0.0,308.0,,,,2.0,8501.0,0.0,0.0,2005,2.0,0.0,0,,1156.0,7.0,1.0,17.0,1461521.5999999999,,5
1.0,36.0,2.0,1.0,4.0,1.0,0.0,450.0,,,,1.0,5307.0,0.0,0.0,2005,1.0,0.0,0,,1296.0,4.0,1.0,,2562408.0,63.0,6
1.0,46.0,2.0,4.0,3.0,1.0,0.0,92.72727272727273,2.0,,,1.0,7501.0,0.0,5.0,2005,3.0,1.0,0,,2116.0,4.0,2.0,,968020.7999999999,20.0,11
2.0,21.0,3.0,4.0,3.0,1.0,0.0,92.72727272727273,3.0,,,1.0,1504.0,0.0,4.0,2005,3.0,1.0,0,,441.0,4.0,2.0,,968020.7999999999,,11
2.0,60.0,4.0,1.0,6.0,1.0,0.0,1052.5,,,,2.0,8501.0,0.0,6.0,2005,3.0,1.0,0,,3600.0,7.0,1.0,17.0,3995458.4,,4
1.0,50.0,2.0,1.0,4.0,1.0,0.0,880.0,,,,1.0,2609.0,0.0,6.0,2005,3.0,1.0,0,,2500.0,4.0,1.0,,4175776.0,55.0,5
1.0,33.0,2.0,4.0,5.0,1.0,0.0,241.66666666666666,2.0,,,1.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,1089.0,6.0,2.0,14.0,1376108.0,48.0,6
2.0,30.0,2.0,4.0,4.0,1.0,0.0,241.66666666666666,,,,0.0,6004.0,0.0,0.0,2005,2.0,0.0,0,,900.0,4.0,1.0,,1376108.0,,6
1.0,47.0,2.0,4.0,2.0,1.0,0.0,68.42857142857143,,,,1.0,4500.0,0.0,0.0,2005,2.0,0.0,0,,2209.0,2.0,1.0,6.0,454590.16,16.0,7
2.0,45.0,2.0,4.0,2.0,1.0,0.0,68.42857142857143,,,,1.0,8503.0,0.0,5.0,2005,3.0,2.0,1,,2025.0,2.0,1.0,6.0,454590.16,,7
1.0,51.0,2.0,1.0,6.0,1.0,0.0,2400.0,,,,1.0,7502.0,0.0,6.0,2005,3.0,1.0,0,,2601.0,7.0,1.0,17.0,11388480.0,112.0,5
2.0,47.0,2.0,1.0,6.0,1.0,0.0,2400.0,,,,1.0,7502.0,0.0,6.0,2005,3.0,1.0,0,,2209.0,7.0,1.0,17.0,11388480.0,,5
2.0,39.0,1.0,1.0,6.0,1.0,0.0,237.14285714285714,,,,1.0,8001.0,0.0,6.0,2005,3.0,1.0,0,,1521.0,6.0,1.0,15.0,1575406.4,40.0,7
1.0,49.0,1.0,1.0,6.0,1.0,0.0,237.14285714285714,,,,2.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,2401.0,6.0,1.0,15.0,1575406.4,,7
1.0,48.0,2.0,1.0,2.0,1.0,0.0,449.0,,,,1.0,7402.0,0.0,6.0,2005,3.0,1.0,0,,2304.0,2.0,1.0,6.0,2130594.8,30.0,5
2.0,50.0,2.0,1.0,6.0,1.0,0.0,449.0,,,,1.0,8001.0,0.0,6.0,2005,3.0,1.0,0,,2500.0,6.0,1.0,15.0,2130594.8,,5
1.0,49.0,5.0,1.0,2.0,1.0,0.0,187.5,,,,1.0,5303.0,0.0,0.0,2005,2.0,0.0,0,,2401.0,2.0,1.0,6.0,1067670.0,,6
1.0,46.0,5.0,4.0,1.0,1.0,0.0,187.5,5.0,,,1.0,5503.0,0.0,5.0,2005,3.0,2.0,1,,2116.0,2.0,2.0,5.0,1067670.0,,6
1.0,43.0,1.0,4.0,2.0,1.0,0.0,187.5,,,,0.0,5310.0,0.0,0.0,2005,2.0,0.0,0,,1849.0,2.0,1.0,6.0,1067670.0,,6
2.0,30.0,3.0,1.0,3.0,1.0,0.0,361.75,2.0,,,1.0,1700.0,0.0,6.0,2005,3.0,1.0,0,,900.0,4.0,2.0,,1373260.88,50.0,4
2.0,27.0,3.0,4.0,2.0,1.0,0.0,361.75,,,,1.0,9500.0,0.0,0.0,2005,3.0,2.0,1,,729.0,2.0,1.0,6.0,1373260.88,,4
1.0,34.0,5.0,1.0,5.0,1.0,0.0,620.0,4.0,,6.0,2.0,8001.0,0.0,2.0,2005,3.0,1.0,0,,1156.0,7.0,2.0,16.0,588404.7999999999,38.0,1
2.0,45.0,3.0,4.0,4.0,1.0,0.0,157.5,,,,2.0,7501.0,0.0,5.0,2005,3.0,2.0,1,,2025.0,4.0,1.0,,597895.2,55.0,4
1.0,19.0,5.0,4.0,4.0,1.0,0.0,157.5,,50.0,,1.0,6402.0,0.0,1.0,2005,3.0,2.0,1,,361.0,4.0,1.0,,597895.2,,4
1.0,41.0,2.0,1.0,5.0,1.0,0.0,183.33333333333334,2.0,208.0,,1.0,2900.0,0.0,5.0,2005,3.0,1.0,0,,1681.0,7.0,2.0,14.0,1565916.0,,9
1.0,47.0,3.0,1.0,4.0,1.0,0.0,400.0,,6.0,,1.0,7502.0,0.0,5.0,2005,3.0,1.0,0,,2209.0,4.0,1.0,,1518464.0,36.0,4
1.0,57.0,2.0,1.0,3.0,1.0,0.0,212.5,3.0,,,1.0,7501.0,0.0,6.0,2005,3.0,1.0,0,,3249.0,4.0,2.0,,1613368.0,30.0,8
