CH04,CH06,CH07,CH08,NIVEL_ED,ESTADO,CAT_INAC,IPCF,CH14,CH15_COD,CH16_COD,PP03C,PP04B_COD,PP06H,PP07A,AÑO,CAT_OCUP,PP07H,informal,EMPLEO,edad2,CH12,CH13,educ,ingreso_total_familiar,horastrab,ix_tot
2.0,30.0,1.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,900.0,4.0,1.0,,0.0,,4
1.0,32.0,1.0,4.0,4.0,1.0,0.0,314000.0,,,,1.0,1009.0,1.0,0.0,2025,1.0,0.0,0,2.0,1024.0,4.0,1.0,,1256000.0,65.0,4
2.0,29.0,1.0,1.0,4.0,1.0,0.0,314000.0,,,,1.0,1009.0,1.0,0.0,2025,1.0,0.0,0,1.0,841.0,4.0,1.0,,1256000.0,,4
1.0,37.0,1.0,4.0,3.0,1.0,0.0,166250.0,1.0,,,1.0,4805.0,0.0,0.0,2025,2.0,0.0,0,2.0,1369.0,4.0,2.0,,665000.0,48.0,4
2.0,30.0,1.0,4.0,3.0,1.0,0.0,560750.0,4.0,,,1.0,1009.0,0.0,5.0,2025,3.0,2.0,1,2.0,900.0,4.0,2.0,,2243000.0,,4
1.0,33.0,2.0,1.0,5.0,1.0,0.0,0.0,4.0,,,1.0,5100.0,0.0,5.0,2025,3.0,1.0,0,1.0,1089.0,6.0,2.0,16.0,0.0,42.0,4
1.0,46.0,2.0,4.0,5.0,1.0,0.0,318333.33,99.0,6.0,,0.0,4903.0,0.0,6.0,2025,3.0,2.0,1,2.0,2116.0,7.0,2.0,,955000.0,0.0,3
2.0,46.0,2.0,4.0,4.0,1.0,0.0,318333.33,,6.0,,1.0,4807.0,0.0,5.0,2025,3.0,2.0,1,2.0,2116.0,4.0,1.0,,955000.0,,3
1.0,27.0,2.0,4.0,5.0,1.0,0.0,0.0,2.0,,,1.0,4803.0,0.0,5.0,2025,3.0,2.0,1,2.0,729.0,6.0,2.0,14.0,0.0,37.0,2
2.0,27.0,2.0,4.0,6.0,1.0,0.0,0.0,,,,1.0,8600.0,0.0,5.0,2025,3.0,2.0,1,2.0,729.0,6.0,1.0,15.0,0.0,,2
1.0,44.0,1.0,2.0,4.0,1.0,0.0,236800.0,,,,1.0,9503.0,0.0,5.0,2025,3.0,2.0,1,2.0,1936.0,4.0,1.0,,1184000.0,66.0,5
1.0,64.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,2.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,4096.0,7.0,1.0,17.0,0.0,60.0,4
1.0,30.0,2.0,1.0,3.0,1.0,0.0,174750.0,4.0,,,1.0,8501.0,0.0,6.0,2025,3.0,2.0,1,2.0,900.0,4.0,2.0,,699000.0,,4
2.0,24.0,5.0,4.0,5.0,1.0,0.0,347800.0,1.0,,,1.0,1100.0,0.0,6.0,2025,3.0,2.0,1,2.0,576.0,6.0,2.0,13.0,1739000.0,,5
1.0,50.0,2.0,4.0,2.0,1.0,0.0,347800.0,,,,1.0,9503.0,0.0,0.0,2025,2.0,0.0,0,2.0,2500.0,2.0,1.0,6.0,1739000.0,35.0,5
2.0,45.0,2.0,4.0,2.0,1.0,0.0,347800.0,,,,1.0,1400.0,0.0,0.0,2025,2.0,0.0,0,2.0,2025.0,2.0,1.0,6.0,1739000.0,,5
2.0,26.0,5.0,4.0,6.0,1.0,0.0,347800.0,,,,1.0,5601.0,0.0,5.0,2025,3.0,2.0,1,2.0,676.0,6.0,1.0,15.0,1739000.0,,5
2.0,40.0,3.0,4.0,3.0,1.0,0.0,0.0,0.0,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1600.0,4.0,2.0,,0.0,29.0,3
2.0,52.0,5.0,4.0,2.0,1.0,0.0,375000.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,2704.0,2.0,1.0,6.0,1500000.0,20.0,4
1.0,23.0,5.0,4.0,4.0,1.0,0.0,375000.0,,,,1.0,4000.0,0.0,1.0,2025,3.0,2.0,1,2.0,529.0,4.0,1.0,,1500000.0,,4
2.0,20.0,5.0,4.0,3.0,1.0,0.0,375000.0,5.0,,,1.0,5601.0,0.0,3.0,2025,3.0,2.0,1,2.0,400.0,4.0,2.0,,1500000.0,,4
1.0,30.0,5.0,4.0,3.0,1.0,0.0,375000.0,3.0,,,1.0,4000.0,0.0,3.0,2025,3.0,2.0,1,2.0,900.0,4.0,2.0,,1500000.0,,4
1.0,62.0,2.0,1.0,2.0,1.0,0.0,340153.0,,,,1.0,4000.0,1.0,0.0,2025,2.0,0.0,0,2.0,3844.0,2.0,1.0,6.0,1020459.0,12.0,3
2.0,58.0,2.0,4.0,2.0,1.0,0.0,340153.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,3364.0,2.0,1.0,6.0,1020459.0,,3
1.0,56.0,3.0,1.0,4.0,1.0,0.0,835000.0,,14.0,,1.0,4803.0,0.0,6.0,2025,3.0,2.0,1,2.0,3136.0,4.0,1.0,,835000.0,40.0,1
1.0,34.0,2.0,4.0,3.0,1.0,0.0,73000.0,2.0,,,1.0,4803.0,0.0,1.0,2025,3.0,2.0,1,2.0,1156.0,4.0,2.0,,438000.0,20.0,6
2.0,24.0,5.0,4.0,6.0,1.0,0.0,340153.0,,,,1.0,1002.0,0.0,3.0,2025,3.0,2.0,1,2.0,576.0,6.0,1.0,15.0,1020459.0,,3
1.0,65.0,2.0,4.0,4.0,1.0,0.0,325544.6,,,,1.0,7400.0,0.0,0.0,2025,3.0,2.0,1,2.0,4225.0,4.0,1.0,,1627723.0,25.0,5
2.0,30.0,5.0,4.0,6.0,1.0,0.0,325544.6,,,,1.0,8600.0,0.0,2.0,2025,3.0,2.0,1,2.0,900.0,6.0,1.0,15.0,1627723.0,,5
2.0,31.0,5.0,4.0,5.0,1.0,0.0,325544.6,3.0,,,1.0,7301.0,2.0,0.0,2025,2.0,0.0,0,2.0,961.0,7.0,2.0,15.0,1627723.0,,5
1.0,38.0,1.0,4.0,3.0,1.0,0.0,242750.0,3.0,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,1444.0,4.0,2.0,,971000.0,35.0,4
2.0,40.0,1.0,4.0,3.0,1.0,0.0,242750.0,4.0,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1600.0,4.0,2.0,,971000.0,,4
2.0,64.0,5.0,4.0,2.0,1.0,0.0,0.0,,208.0,,1.0,4804.0,0.0,0.0,2025,2.0,0.0,0,2.0,4096.0,2.0,1.0,6.0,0.0,12.0,1
1.0,43.0,2.0,12.0,6.0,1.0,0.0,0.0,,,,2.0,4805.0,0.0,0.0,2025,1.0,0.0,0,1.0,1849.0,7.0,1.0,17.0,0.0,74.0,4
2.0,47.0,5.0,1.0,4.0,1.0,0.0,325000.0,,34.0,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,2209.0,4.0,1.0,,650000.0,41.0,2
1.0,46.0,5.0,12.0,5.0,1.0,0.0,0.0,4.0,,,1.0,8401.0,0.0,5.0,2025,3.0,1.0,0,1.0,2116.0,7.0,2.0,16.0,0.0,60.0,1
1.0,37.0,1.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,7702.0,0.0,6.0,2025,3.0,1.0,0,1.0,1369.0,7.0,1.0,17.0,0.0,44.0,2
2.0,25.0,1.0,1.0,5.0,1.0,0.0,0.0,4.0,66.0,,1.0,6900.0,0.0,5.0,2025,3.0,1.0,0,1.0,625.0,7.0,2.0,16.0,0.0,,2
1.0,44.0,2.0,1.0,4.0,1.0,0.0,1416666.67,,,,1.0,4903.0,0.0,6.0,2025,3.0,1.0,0,1.0,1936.0,4.0,1.0,,4250000.0,70.0,3
2.0,42.0,2.0,1.0,6.0,1.0,0.0,1416666.67,,,,0.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,1764.0,7.0,1.0,17.0,4250000.0,,3
1.0,50.0,2.0,1.0,4.0,1.0,0.0,333333.33,,,,1.0,5601.0,1.0,0.0,2025,2.0,0.0,0,2.0,2500.0,4.0,1.0,,1000000.0,,3
2.0,22.0,5.0,1.0,6.0,1.0,0.0,333333.33,,,,1.0,5601.0,0.0,0.0,2025,4.0,0.0,1,2.0,484.0,7.0,1.0,17.0,1000000.0,,3
1.0,34.0,5.0,1.0,4.0,1.0,0.0,393098.0,,,,1.0,1100.0,0.0,6.0,2025,3.0,1.0,0,1.0,1156.0,4.0,1.0,,1179294.0,,3
1.0,33.0,5.0,4.0,4.0,1.0,0.0,393098.0,,,,1.0,101.0,0.0,6.0,2025,3.0,2.0,1,2.0,1089.0,4.0,1.0,,1179294.0,,3
2.0,68.0,4.0,1.0,6.0,1.0,0.0,1080000.0,,221.0,,1.0,1300.0,0.0,0.0,2025,2.0,0.0,0,2.0,4624.0,6.0,1.0,15.0,1080000.0,8.0,1
1.0,43.0,2.0,4.0,4.0,1.0,0.0,168947.2,,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,1849.0,4.0,1.0,,844736.0,30.0,5
2.0,37.0,2.0,12.0,6.0,1.0,0.0,0.0,,,,2.0,7000.0,0.0,0.0,2025,2.0,0.0,0,1.0,1369.0,7.0,1.0,17.0,0.0,,4
2.0,58.0,1.0,1.0,6.0,1.0,0.0,1300000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3364.0,6.0,1.0,15.0,2600000.0,34.0,2
1.0,59.0,1.0,1.0,3.0,1.0,0.0,1300000.0,2.0,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3481.0,4.0,2.0,,2600000.0,,2
1.0,40.0,1.0,4.0,3.0,1.0,0.0,261373.33,99.0,,,1.0,4803.0,0.0,0.0,2025,2.0,0.0,0,2.0,1600.0,4.0,2.0,,784120.0,48.0,3
2.0,41.0,1.0,4.0,4.0,1.0,0.0,261373.33,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1681.0,4.0,1.0,,784120.0,,3
2.0,56.0,3.0,1.0,6.0,1.0,0.0,587500.0,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,3136.0,6.0,1.0,15.0,2350000.0,40.0,4
1.0,23.0,5.0,1.0,4.0,1.0,0.0,587500.0,,,,1.0,4803.0,0.0,5.0,2025,3.0,1.0,0,1.0,529.0,4.0,1.0,,2350000.0,,4
1.0,35.0,5.0,4.0,4.0,1.0,0.0,275982.67,,,,1.0,4903.0,0.0,0.0,2025,2.0,0.0,0,2.0,1225.0,4.0,1.0,,827948.0,,3
1.0,47.0,2.0,1.0,2.0,1.0,0.0,198466.67,,,,0.0,4904.0,0.0,5.0,2025,3.0,1.0,0,1.0,2209.0,2.0,1.0,6.0,1786200.0,0.0,9
2.0,26.0,5.0,4.0,4.0,1.0,0.0,198466.67,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,676.0,4.0,1.0,,1786200.0,,9
2.0,22.0,5.0,4.0,4.0,1.0,0.0,198466.67,,,,0.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,484.0,4.0,1.0,,1786200.0,,9
2.0,28.0,1.0,4.0,4.0,1.0,0.0,291706.67,,,,2.0,8800.0,0.0,5.0,2025,3.0,2.0,1,2.0,784.0,4.0,1.0,,875120.0,42.0,3
1.0,27.0,1.0,4.0,4.0,1.0,0.0,291706.67,,,,2.0,8200.0,0.0,5.0,2025,3.0,2.0,1,2.0,729.0,4.0,1.0,,875120.0,,3
1.0,61.0,1.0,4.0,2.0,1.0,0.0,0.0,,,,1.0,4000.0,0.0,4.0,2025,3.0,2.0,1,2.0,3721.0,2.0,1.0,6.0,0.0,32.0,4
2.0,34.0,5.0,4.0,4.0,1.0,0.0,0.0,,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,1156.0,4.0,1.0,,0.0,,4
2.0,31.0,5.0,4.0,4.0,1.0,0.0,0.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,961.0,4.0,1.0,,0.0,,4
2.0,45.0,5.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,2025.0,6.0,1.0,15.0,0.0,,6
1.0,29.0,1.0,4.0,5.0,1.0,0.0,850000.0,4.0,46.0,46.0,2.0,7400.0,0.0,0.0,2025,2.0,0.0,0,2.0,841.0,7.0,2.0,16.0,1700000.0,55.0,2
2.0,26.0,1.0,1.0,6.0,1.0,0.0,850000.0,,14.0,14.0,1.0,8600.0,0.0,5.0,2025,3.0,1.0,0,1.0,676.0,7.0,1.0,17.0,1700000.0,,2
1.0,22.0,1.0,1.0,4.0,1.0,0.0,900000.0,,,,1.0,2500.0,0.0,6.0,2025,3.0,1.0,0,1.0,484.0,4.0,1.0,,1800000.0,48.0,2
2.0,52.0,1.0,1.0,3.0,1.0,0.0,466666.67,2.0,,,1.0,1300.0,0.0,6.0,2025,3.0,1.0,0,1.0,2704.0,4.0,2.0,,1400000.0,45.0,3
1.0,53.0,1.0,4.0,4.0,1.0,0.0,466666.67,,,,1.0,4000.0,0.0,6.0,2025,3.0,2.0,1,2.0,2809.0,4.0,1.0,,1400000.0,,3
1.0,57.0,2.0,4.0,4.0,1.0,0.0,175000.0,,,,1.0,4803.0,0.0,6.0,2025,3.0,2.0,1,2.0,3249.0,4.0,1.0,,700000.0,40.0,4
2.0,57.0,2.0,4.0,4.0,1.0,0.0,175000.0,,,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,3249.0,4.0,1.0,,700000.0,,4
2.0,59.0,3.0,1.0,2.0,1.0,0.0,0.0,,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,3481.0,2.0,1.0,6.0,0.0,16.0,1
2.0,31.0,3.0,4.0,4.0,1.0,0.0,206000.0,,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,961.0,4.0,1.0,,824000.0,29.0,4
1.0,44.0,2.0,1.0,4.0,1.0,0.0,500000.0,,,,1.0,1700.0,0.0,6.0,2025,3.0,1.0,0,1.0,1936.0,4.0,1.0,,3000000.0,48.0,6
2.0,45.0,5.0,1.0,4.0,1.0,0.0,283333.33,,,,1.0,4903.0,0.0,6.0,2025,3.0,1.0,0,1.0,2025.0,4.0,1.0,,850000.0,40.0,3
1.0,62.0,3.0,1.0,2.0,1.0,0.0,475000.0,,,,1.0,4803.0,0.0,5.0,2025,3.0,1.0,0,1.0,3844.0,2.0,1.0,6.0,950000.0,,2
1.0,29.0,1.0,4.0,3.0,1.0,0.0,286706.67,2.0,,,1.0,4805.0,0.0,6.0,2025,3.0,2.0,1,2.0,841.0,4.0,2.0,,860120.0,,3
1.0,29.0,1.0,1.0,4.0,1.0,0.0,394500.0,,,,1.0,4806.0,0.0,6.0,2025,3.0,1.0,0,1.0,841.0,4.0,1.0,,1578000.0,40.0,4
2.0,30.0,1.0,1.0,4.0,1.0,0.0,394500.0,,,,1.0,1400.0,0.0,6.0,2025,3.0,2.0,1,2.0,900.0,4.0,1.0,,1578000.0,,4
2.0,37.0,5.0,4.0,3.0,1.0,0.0,102500.0,2.0,,,0.0,8600.0,0.0,0.0,2025,2.0,0.0,0,2.0,1369.0,4.0,2.0,,410000.0,0.0,4
2.0,36.0,1.0,1.0,5.0,1.0,0.0,575000.0,4.0,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,1296.0,7.0,2.0,16.0,2300000.0,,4
1.0,38.0,1.0,1.0,5.0,1.0,0.0,575000.0,3.0,,,1.0,5601.0,0.0,0.0,2025,1.0,0.0,0,1.0,1444.0,7.0,2.0,15.0,2300000.0,50.0,4
1.0,55.0,2.0,1.0,6.0,1.0,0.0,1060000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3025.0,7.0,1.0,17.0,3180000.0,35.0,3
2.0,55.0,2.0,1.0,5.0,1.0,0.0,1060000.0,3.0,,,0.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3025.0,7.0,2.0,15.0,3180000.0,,3
1.0,40.0,1.0,4.0,3.0,1.0,0.0,325000.0,2.0,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,1600.0,4.0,2.0,,1300000.0,40.0,4
2.0,39.0,1.0,4.0,4.0,1.0,0.0,325000.0,,,,1.0,4804.0,0.0,2.0,2025,3.0,2.0,1,2.0,1521.0,4.0,1.0,,1300000.0,,4
1.0,20.0,5.0,4.0,4.0,1.0,0.0,325000.0,,,,1.0,3600.0,0.0,1.0,2025,3.0,2.0,1,2.0,400.0,4.0,1.0,,1300000.0,,4
2.0,37.0,5.0,4.0,3.0,1.0,0.0,392200.0,5.0,,,1.0,4803.0,1.0,0.0,2025,2.0,0.0,0,2.0,1369.0,4.0,2.0,,1961000.0,,5
2.0,60.0,2.0,1.0,4.0,1.0,0.0,392200.0,,,,1.0,4808.0,1.0,0.0,2025,2.0,0.0,0,2.0,3600.0,4.0,1.0,,1961000.0,,5
1.0,24.0,5.0,4.0,4.0,1.0,0.0,392200.0,,,,1.0,9602.0,0.0,0.0,2025,2.0,0.0,0,2.0,576.0,4.0,1.0,,1961000.0,,5
2.0,28.0,5.0,4.0,4.0,1.0,0.0,586000.0,,,,1.0,4808.0,1.0,0.0,2025,2.0,0.0,0,2.0,784.0,4.0,1.0,,2930000.0,,5
2.0,20.0,5.0,4.0,5.0,1.0,0.0,586000.0,99.0,,,1.0,4808.0,1.0,0.0,2025,2.0,0.0,0,2.0,400.0,7.0,2.0,,2930000.0,,5
1.0,37.0,5.0,4.0,3.0,1.0,0.0,586000.0,5.0,,,1.0,4000.0,0.0,6.0,2025,3.0,2.0,1,2.0,1369.0,4.0,2.0,,2930000.0,,5
1.0,28.0,2.0,2.0,6.0,1.0,0.0,366666.67,1.0,205.0,205.0,1.0,7200.0,0.0,5.0,2025,3.0,2.0,1,2.0,784.0,8.0,2.0,18.0,1100000.0,40.0,3
2.0,27.0,2.0,2.0,6.0,1.0,0.0,366666.67,1.0,205.0,205.0,1.0,7200.0,0.0,3.0,2025,3.0,2.0,1,2.0,729.0,8.0,2.0,18.0,1100000.0,,3
1.0,42.0,2.0,1.0,6.0,1.0,0.0,0.0,,,,2.0,3501.0,0.0,6.0,2025,3.0,1.0,0,1.0,1764.0,6.0,1.0,15.0,0.0,38.0,4
2.0,44.0,5.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1936.0,7.0,1.0,17.0,0.0,48.0,1
1.0,36.0,2.0,4.0,3.0,1.0,0.0,377425.0,2.0,50.0,,2.0,4803.0,0.0,5.0,2025,3.0,2.0,1,2.0,1296.0,4.0,2.0,,1509700.0,58.0,4
2.0,54.0,5.0,4.0,2.0,1.0,0.0,0.0,,6.0,,1.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,2916.0,2.0,1.0,6.0,0.0,30.0,4
1.0,34.0,5.0,4.0,5.0,1.0,0.0,0.0,3.0,6.0,,2.0,6100.0,0.0,0.0,2025,2.0,0.0,0,2.0,1156.0,7.0,2.0,15.0,0.0,,4
1.0,28.0,5.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,8401.0,0.0,5.0,2025,3.0,2.0,1,2.0,784.0,4.0,1.0,,0.0,,4
2.0,33.0,5.0,2.0,6.0,1.0,0.0,1200000.0,,,,1.0,4904.0,0.0,0.0,2025,2.0,0.0,0,1.0,1089.0,7.0,1.0,17.0,1200000.0,76.0,1
2.0,29.0,5.0,1.0,6.0,1.0,0.0,900000.0,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,841.0,6.0,1.0,15.0,900000.0,50.0,1
1.0,57.0,1.0,1.0,5.0,1.0,0.0,0.0,2.0,,,2.0,7100.0,0.0,0.0,2025,2.0,0.0,0,1.0,3249.0,7.0,2.0,14.0,0.0,58.0,5
2.0,43.0,1.0,1.0,6.0,1.0,0.0,0.0,,,,1.0,8501.0,0.0,6.0,2025,3.0,1.0,0,1.0,1849.0,6.0,1.0,15.0,0.0,,5
1.0,24.0,5.0,1.0,4.0,1.0,0.0,0.0,,,,1.0,5500.0,0.0,5.0,2025,3.0,1.0,0,1.0,576.0,4.0,1.0,,0.0,,5
2.0,53.0,2.0,1.0,5.0,1.0,0.0,0.0,2.0,,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,2809.0,7.0,2.0,14.0,0.0,50.0,3
1.0,56.0,2.0,1.0,3.0,1.0,0.0,0.0,2.0,,,1.0,8401.0,0.0,5.0,2025,3.0,1.0,0,1.0,3136.0,4.0,2.0,,0.0,,3
1.0,34.0,5.0,1.0,5.0,1.0,0.0,0.0,3.0,,,2.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1156.0,7.0,2.0,15.0,0.0,,3
2.0,62.0,1.0,1.0,2.0,1.0,0.0,0.0,,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,3844.0,2.0,1.0,6.0,0.0,25.0,2
1.0,62.0,1.0,4.0,2.0,1.0,0.0,0.0,,14.0,,1.0,4000.0,0.0,0.0,2025,2.0,0.0,0,2.0,3844.0,2.0,1.0,6.0,0.0,,2
1.0,22.0,2.0,4.0,4.0,1.0,0.0,388000.0,,66.0,46.0,1.0,4000.0,0.0,4.0,2025,3.0,2.0,1,2.0,484.0,4.0,1.0,,776000.0,51.0,2
2.0,19.0,2.0,4.0,3.0,1.0,0.0,388000.0,4.0,50.0,,1.0,9602.0,0.0,0.0,2025,2.0,0.0,0,2.0,361.0,4.0,2.0,,776000.0,,2
2.0,43.0,1.0,4.0,5.0,1.0,0.0,0.0,2.0,,,1.0,4804.0,0.0,2.0,2025,3.0,2.0,1,2.0,1849.0,7.0,2.0,14.0,0.0,60.0,3
1.0,39.0,1.0,1.0,5.0,1.0,0.0,0.0,1.0,,,2.0,9301.0,0.0,5.0,2025,3.0,1.0,0,1.0,1521.0,7.0,2.0,13.0,0.0,,3
1.0,51.0,5.0,1.0,3.0,1.0,0.0,0.0,4.0,208.0,,1.0,5601.0,0.0,6.0,2025,3.0,1.0,0,1.0,2601.0,4.0,2.0,,0.0,,5
1.0,38.0,2.0,1.0,5.0,1.0,0.0,350000.0,0.0,,,1.0,6100.0,0.0,6.0,2025,3.0,1.0,0,1.0,1444.0,6.0,2.0,12.0,1400000.0,40.0,4
2.0,30.0,2.0,1.0,4.0,1.0,0.0,350000.0,,,,1.0,4804.0,0.0,5.0,2025,3.0,2.0,1,2.0,900.0,4.0,1.0,,1400000.0,,4
2.0,34.0,1.0,2.0,4.0,1.0,0.0,0.0,,,,1.0,9609.0,0.0,0.0,2025,2.0,0.0,0,1.0,1156.0,4.0,1.0,,0.0,24.0,2
2.0,39.0,2.0,12.0,5.0,1.0,0.0,0.0,2.0,,,1.0,4804.0,0.0,6.0,2025,3.0,1.0,0,1.0,1521.0,6.0,2.0,14.0,0.0,48.0,2
2.0,61.0,2.0,1.0,5.0,1.0,0.0,3000000.0,3.0,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,3721.0,7.0,2.0,15.0,6000000.0,,2
1.0,65.0,2.0,1.0,6.0,1.0,0.0,3000000.0,,,,1.0,48.0,0.0,0.0,2025,1.0,0.0,0,1.0,4225.0,7.0,1.0,17.0,6000000.0,54.0,2
1.0,41.0,5.0,4.0,4.0,1.0,0.0,0.0,,38.0,,1.0,6300.0,0.0,0.0,2025,2.0,0.0,0,1.0,1681.0,4.0,1.0,,0.0,,4
2.0,33.0,5.0,1.0,6.0,1.0,0.0,0.0,,38.0,,1.0,7900.0,0.0,5.0,2025,3.0,1.0,0,1.0,1089.0,6.0,1.0,15.0,0.0,,4
2.0,26.0,5.0,1.0,5.0,1.0,0.0,0.0,3.0,,,1.0,5601.0,0.0,5.0,2025,3.0,1.0,0,1.0,676.0,7.0,2.0,15.0,0.0,,4
2.0,45.0,1.0,1.0,6.0,1.0,0.0,600000.0,,,,1.0,8401.0,0.0,6.0,2025,3.0,1.0,0,1.0,2025.0,6.0,1.0,15.0,1800000.0,30.0,3
1.0,46.0,1.0,1.0,4.0,1.0,0.0,600000.0,,,,1.0,4803.0,0.0,6.0,2025,3.0,1.0,0,1.0,2116.0,4.0,1.0,,1800000.0,,3
1.0,45.0,1.0,1.0,4.0,1.0,0.0,913333.33,,6.0,,1.0,6100.0,0.0,6.0,2025,3.0,1.0,0,1.0,2025.0,4.0,1.0,,2740000.0,34.0,3
2.0,35.0,1.0,1.0,4.0,1.0,0.0,913333.33,,,,1.0,7400.0,0.0,0.0,2025,2.0,0.0,0,2.0,1225.0,4.0,1.0,,2740000.0,,3
1.0,32.0,1.0,2.0,6.0,1.0,0.0,0.0,,,,1.0,6200.0,0.0,4.0,2025,3.0,2.0,1,2.0,1024.0,7.0,1.0,17.0,0.0,,2
1.0,31.0,5.0,1.0,5.0,1.0,0.0,1350000.0,2.0,,,1.0,5500.0,0.0,6.0,2025,3.0,1.0,0,1.0,961.0,6.0,2.0,14.0,1350000.0,40.0,1
1.0,46.0,2.0,1.0,6.0,1.0,0.0,325000.0,,,,2.0,9301.0,1.0,0.0,2025,1.0,0.0,0,1.0,2116.0,7.0,1.0,17.0,1300000.0,30.0,4
1.0,39.0,2.0,12.0,6.0,1.0,0.0,0.0,,,,1.0,4000.0,0.0,5.0,2025,3.0,1.0,0,1.0,1521.0,7.0,1.0,17.0,0.0,,2
2.0,44.0,5.0,1.0,6.0,1.0,0.0,675000.0,,,,1.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1936.0,7.0,1.0,17.0,675000.0,25.0,1
2.0,45.0,2.0,1.0,6.0,1.0,0.0,325000.0,,,,2.0,7302.0,0.0,0.0,2025,1.0,0.0,0,1.0,2025.0,7.0,1.0,17.0,1300000.0,,4
2.0,18.0,5.0,1.0,5.0,1.0,0.0,325000.0,0.0,,,1.0,7302.0,0.0,2.0,2025,3.0,2.0,1,2.0,324.0,7.0,2.0,12.0,1300000.0,,4
1.0,38.0,3.0,1.0,6.0,1.0,0.0,0.0,,6.0,,1.0,4811.0,0.0,5.0,2025,3.0,1.0,0,1.0,1444.0,7.0,1.0,17.0,0.0,40.0,4
1.0,40.0,5.0,4.0,5.0,1.0,0.0,0.0,4.0,6.0,,1.0,9000.0,2.0,0.0,2025,2.0,0.0,0,2.0,1600.0,7.0,2.0,16.0,0.0,,4
1.0,41.0,2.0,1.0,6.0,1.0,0.0,660000.0,,6.0,,2.0,8600.0,0.0,6.0,2025,3.0,1.0,0,1.0,1681.0,7.0,1.0,17.0,3300000.0,61.0,5
2.0,38.0,2.0,1.0,6.0,1.0,0.0,660000.0,,6.0,,2.0,8501.0,0.0,5.0,2025,3.0,1.0,0,1.0,1444.0,7.0,1.0,17.0,3300000.0,,5
1.0,38.0,1.0,4.0,2.0,1.0,0.0,330400.0,,,,1.0,4000.0,0.0,5.0,2025,3.0,2.0,1,2.0,1444.0,2.0,1.0,6.0,1652000.0,,5
2.0,31.0,5.0,1.0,5.0,1.0,0.0,0.0,4.0,,,1.0,6500.0,0.0,6.0,2025,3.0,2.0,1,2.0,961.0,7.0,2.0,16.0,0.0,,3
2.0,33.0,5.0,1.0,6.0,1.0,0.0,2865000.0,,,,2.0,8600.0,0.0,5.0,2025,3.0,2.0,1,2.0,1089.0,7.0,1.0,17.0,2865000.0,40.0,1
2.0,45.0,1.0,4.0,3.0,1.0,0.0,330400.0,2.0,,,2.0,9700.0,0.0,0.0,2025,3.0,2.0,1,2.0,2025.0,4.0,2.0,,1652000.0,,5
